Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
28450	IGHV3-11	NC_000014.9	-	106116635	106117084	0.000000	0.000000	0.000000
28352	IGHVIII-11-1	NC_000014.9	-	106120289	106120475	0.000000	0.000000	0.000000
28471	IGHV1-12	NC_000014.9	-	106122420	106122709	0.000000	0.000000	0.000000
28449	IGHV3-13	NC_000014.9	-	106129540	106129992	0.000000	0.000000	0.000000
28351	IGHVIII-13-1	NC_000014.9	-	106142286	106142584	0.000000	0.000000	0.000000
28470	IGHV1-14	NC_000014.9	-	106145882	106146131	0.000000	0.000000	0.000000
28448	IGHV3-15	NC_000014.9	-	106153622	106154083	0.000000	0.000000	0.000000
28376	IGHVII-15-1	NC_000014.9	-	106163534	106163804	0.000000	0.000000	0.000000
28447	IGHV3-16	NC_000014.9	-	106165203	106165656	0.000000	0.000000	0.000000
28350	IGHVIII-16-1	NC_000014.9	-	106170746	106171051	0.000000	0.000000	0.000000
28469	IGHV1-17	NC_000014.9	-	106174342	106174778	0.000000	0.000000	0.000000
192128	SLC20A1P2	NC_000014.9	-	106178885	106180492	0.000000	0.000000	0.000000
28468	IGHV1-18	NC_000014.9	-	106184899	106185335	0.000000	0.000000	0.000000
28446	IGHV3-19	NC_000014.9	-	106196698	106196990	0.000000	0.000000	0.000000
28445	IGHV3-20	NC_000014.9	-	106210936	106211391	0.000000	0.000000	0.000000
28375	IGHVII-20-1	NC_000014.9	-	106212786	106212824	0.000000	0.000000	0.000000
28444	IGHV3-21	NC_000014.9	-	106235062	106235515	0.000000	0.000000	0.000000
28443	IGHV3-22	NC_000014.9	-	106257762	106258223	0.000000	0.000000	0.000000
28374	IGHVII-22-1	NC_000014.9	-	106263360	106263628	0.000000	0.000000	0.000000
28349	IGHVIII-22-2	NC_000014.9	-	106264686	106264873	0.000000	0.000000	0.000000
28442	IGHV3-23	NC_000014.9	-	106268606	106269061	0.000000	0.000000	0.000000
28467	IGHV1-24	NC_000014.9	-	106276546	106276983	0.000000	0.000000	0.000000
317769	HOMER2P2	NC_000014.9	-	106285995	106287892	0.000000	0.000000	0.000000
338004	LINC00226	NC_000014.9	+	106287674	106288372	0.000000	0.000000	0.000000
28441	IGHV3-25	NC_000014.9	-	106289026	106289479	0.000000	0.000000	0.000000
28348	IGHVIII-25-1	NC_000014.9	-	106293566	106293807	0.000000	0.000000	0.000000
28455	IGHV2-26	NC_000014.9	-	106301395	106301838	0.000000	0.000000	0.000000
28347	IGHVIII-26-1	NC_000014.9	-	106309406	106309712	0.000000	0.000000	0.000000
28373	IGHVII-26-2	NC_000014.9	-	106314648	106314960	0.000000	0.000000	0.000000
28383	IGHV7-27	NC_000014.9	-	106317823	106318236	0.000000	0.000000	0.000000
28400	IGHV4-28	NC_000014.9	-	106324254	106324688	0.000000	0.000000	0.000000
28372	IGHVII-28-1	NC_000014.9	-	106329432	106329686	0.000000	0.000000	0.000000
28440	IGHV3-29	NC_000014.9	-	106331106	106331563	0.000000	0.000000	0.000000
192132	GOLGA4P2	NC_000014.9	-	106332236	106333081	0.000030	0.046616	0.096259
28439	IGHV3-30	NC_000014.9	-	106335080	106335533	0.000000	0.000000	0.000000
28371	IGHVII-30-1	NC_000014.9	-	106342680	106342953	0.000000	0.000000	0.000000
28438	IGHV3-30-2	NC_000014.9	-	106344385	106344833	0.000000	0.000000	0.000000
28398	IGHV4-30-2	NC_000014.9	-	106349283	106349720	0.000000	0.000000	0.000000
107548099	IGHVII-30-21	NC_000014.9	-	106354448	106354704	0.000000	0.000000	0.000000
28435	IGHV3-32	NC_000014.9	-	106356145	106356602	0.000000	0.000000	0.000000
192131	GOLGA4P1	NC_000014.9	-	106357284	106357797	0.000000	0.000000	0.000000
28434	IGHV3-33	NC_000014.9	-	106359791	106360244	0.000000	0.000000	0.000000
28369	IGHVII-33-1	NC_000014.9	-	106367391	106367664	0.000000	0.000000	0.000000
28433	IGHV3-33-2	NC_000014.9	-	106369098	106369546	0.000000	0.000000	0.000000
28395	IGHV4-34	NC_000014.9	-	106373661	106374093	0.000000	0.000000	0.000000
28382	IGHV7-34-1	NC_000014.9	-	106377300	106377733	0.000000	0.000000	0.000000
28432	IGHV3-35	NC_000014.9	-	106389390	106389843	0.000000	0.000000	0.000000
28431	IGHV3-36	NC_000014.9	-	106392769	106393231	0.000000	0.000000	0.000000
28430	IGHV3-37	NC_000014.9	-	106396665	106397114	0.000000	0.000000	0.000000
28429	IGHV3-38	NC_000014.9	-	106410494	106410943	0.000000	0.000000	0.000000
28346	IGHVIII-38-1	NC_000014.9	-	106418018	106418310	0.000000	0.000000	0.000000
28394	IGHV4-39	NC_000014.9	-	106421709	106422147	0.000000	0.000000	0.000000
28381	IGHV7-40	NC_000014.9	-	106425359	106425561	0.000000	0.000000	0.000000
28368	IGHVII-40-1	NC_000014.9	-	106440934	106441010	0.000000	0.000000	0.000000
28428	IGHV3-41	NC_000014.9	-	106443129	106443584	0.000000	0.000000	0.000000
317768	HOMER2P1	NC_000014.9	-	106458942	106461306	0.000000	0.000000	0.000000
28427	IGHV3-42	NC_000014.9	-	106463254	106463688	0.000000	0.000000	0.000000
28426	IGHV3-43	NC_000014.9	-	106470263	106470720	0.000000	0.000000	0.000000
28367	IGHVII-43-1	NC_000014.9	-	106472791	106473000	0.000000	0.000000	0.000000
28345	IGHVIII-44	NC_000014.9	-	106478217	106478393	0.000000	0.000000	0.000000
338005	LINC00221	NC_000014.9	+	106482439	106495515	0.000000	0.000000	0.000000
28337	IGHVIV-44-1	NC_000014.9	-	106489342	106489770	0.000000	0.000000	0.000000
28366	IGHVII-44-2	NC_000014.9	-	106494145	106494381	0.000000	0.000000	0.000000
28466	IGHV1-45	NC_000014.9	-	106506996	106507433	0.000000	0.000000	0.000000
28465	IGHV1-46	NC_000014.9	-	106511115	106511552	0.000000	0.000000	0.000000
28365	IGHVII-46-1	NC_000014.9	-	106515836	106516124	0.000000	0.000000	0.000000
28425	IGHV3-47	NC_000014.9	-	106518579	106519034	0.000000	0.000000	0.000000
28344	IGHVIII-47-1	NC_000014.9	-	106531133	106531436	0.000000	0.000000	0.000000
28424	IGHV3-48	NC_000014.9	-	106537810	106538265	0.000000	0.000000	0.000000
28423	IGHV3-49	NC_000014.9	-	106556936	106557397	0.000000	0.000000	0.000000
28364	IGHVII-49-1	NC_000014.9	-	106564328	106564598	0.000000	0.000000	0.000000
28422	IGHV3-50	NC_000014.9	-	106566100	106566555	0.000000	0.000000	0.000000
28388	IGHV5-51	NC_000014.9	-	106578742	106579177	0.000000	0.000000	0.000000
28343	IGHV8-51-1	NC_000014.9	-	106583501	106583807	0.000000	0.000000	0.000000
28363	IGHVII-51-2	NC_000014.9	-	106584714	106584976	0.000000	0.000000	0.000000
28421	IGHV3-52	NC_000014.9	-	106586376	106586826	0.000000	0.000000	0.000000
28420	IGHV3-53	NC_000014.9	-	106592676	106593126	0.000000	0.000000	0.000000
28362	IGHVII-53-1	NC_000014.9	-	106599655	106599924	0.000000	0.000000	0.000000
28419	IGHV3-54	NC_000014.9	-	106601336	106601792	0.000000	0.000000	0.000000
28393	IGHV4-55	NC_000014.9	-	106606116	106606551	0.000000	0.000000	0.000000
28380	IGHV7-56	NC_000014.9	-	106609762	106610196	0.000000	0.000000	0.000000
28418	IGHV3-57	NC_000014.9	-	106618909	106619214	0.000000	0.000000	0.000000
28464	IGHV1-58	NC_000014.9	-	106622357	106622794	0.000000	0.000000	0.000000
28392	IGHV4-59	NC_000014.9	-	106627249	106627680	0.000000	0.000000	0.000000
28417	IGHV3-60	NC_000014.9	-	106631197	106631653	0.000000	0.000000	0.000000
106480766	RNA5SP389	NC_000014.9	+	106636572	106636861	0.000000	0.000000	0.000000
28361	IGHVII-60-1	NC_000014.9	-	106637705	106637973	0.000000	0.000000	0.000000
28391	IGHV4-61	NC_000014.9	-	106639119	106639556	0.000000	0.000000	0.000000
28416	IGHV3-62	NC_000014.9	-	106643130	106643585	0.000000	0.000000	0.000000
28360	IGHVII-62-1	NC_000014.9	-	106650516	106650788	0.000000	0.000000	0.000000
28415	IGHV3-63	NC_000014.9	-	106652213	106652680	0.000000	0.000000	0.000000
192130	GOLGA4P3	NC_000014.9	-	106653466	106654382	0.000000	0.000000	0.000000
28414	IGHV3-64	NC_000014.9	-	106657723	106658178	0.000000	0.000000	0.000000
28413	IGHV3-65	NC_000014.9	-	106666038	106666532	0.000000	0.000000	0.000000
28359	IGHVII-65-1	NC_000014.9	-	106671772	106672044	0.000000	0.000000	0.000000
28412	IGHV3-66	NC_000014.9	-	106675015	106675465	0.000000	0.000000	0.000000
28463	IGHV1-67	NC_000014.9	-	106680603	106681042	0.000000	0.000000	0.000000
192127	SLC20A1P1	NC_000014.9	-	106682630	106684349	0.000000	0.000000	0.000000
28358	IGHVII-67-1	NC_000014.9	-	106686393	106686542	0.000000	0.000000	0.000000
28342	IGHVIII-67-2	NC_000014.9	-	106687102	106687200	0.000000	0.000000	0.000000
28341	IGHVIII-67-3	NC_000014.9	-	106692614	106692888	0.000000	0.000000	0.000000
28340	IGHVIII-67-4	NC_000014.9	-	106695092	106695397	0.000000	0.000000	0.000000
28462	IGHV1-68	NC_000014.9	-	106703807	106704286	0.000000	0.000000	0.000000
28461	IGHV1-69	NC_000014.9	-	106714682	106715120	0.000000	0.000000	0.000000
102723168	IGHV2-70D	NC_000014.9	-	106723574	106724017	0.000000	0.000000	0.000000
28402	IGHV3-69-1	NC_000014.9	-	106728163	106728615	0.000000	0.000000	0.000000
28458	IGHV1-69-2	NC_000014.9	-	106737110	106737547	0.000000	0.000000	0.000000
102723169	IGHV1-69D	NC_000014.9	-	106762092	106762530	0.000000	0.000000	0.000000
28454	IGHV2-70	NC_000014.9	-	106770577	106771020	0.000000	0.000000	0.000000
28411	IGHV3-71	NC_000014.9	-	106775157	106775618	0.000000	0.000000	0.000000
28410	IGHV3-72	NC_000014.9	-	106790692	106791153	0.000000	0.000000	0.000000
28409	IGHV3-73	NC_000014.9	-	106802692	106803153	0.000000	0.000000	0.000000
28408	IGHV3-74	NC_000014.9	-	106810440	106810895	0.000000	0.000000	0.000000
28357	IGHVII-74-1	NC_000014.9	-	106821242	106821410	0.000000	0.000000	0.000000
28407	IGHV3-75	NC_000014.9	-	106823678	106824147	0.000000	0.000000	0.000000
28406	IGHV3-76	NC_000014.9	-	106827861	106828310	0.000000	0.000000	0.000000
28339	IGHVIII-76-1	NC_000014.9	-	106831763	106832069	0.000000	0.000000	0.000000
100847062	MIR5195	NC_000014.9	-	106850885	106850999	0.000000	0.000000	0.000000
28387	IGHV5-78	NC_000014.9	-	106851112	106851546	0.000000	0.000000	0.000000
28356	IGHVII-78-1	NC_000014.9	-	106865621	106865895	0.000000	0.000000	0.000000
28405	IGHV3-79	NC_000014.9	-	106867640	106868092	0.000000	0.000000	0.000000
28390	IGHV4-80	NC_000014.9	-	106872783	106873186	0.000000	0.000000	0.000000
28378	IGHV7-81	NC_000014.9	-	106874581	106875017	0.000000	0.000000	0.000000
28338	IGHVIII-82	NC_000014.9	-	106879553	106879844	0.000000	0.000000	0.000000
5955	RCN2	NC_000015.10	+	76931749	76954393	0.000559	0.868620	1.793628
5780	PTPN9	NC_000015.10	-	75463251	75579315	0.000422	0.655738	1.354045
643790	HMGN1P38	NC_000015.10	+	92711694	92712907	0.008002	12.434166	25.675510
390652	OR4F28P	NC_000015.10	+	101875964	101876901	0.011609	18.039019	37.249062
64717	TRG-CCC2-2	NC_000016.10	-	636736	636806	0.676056	1050.511475	2169.218018
100189282	TRK-CTT2-5	NC_000016.10	+	3175691	3175763	0.191781	298.005096	615.355530
100189136	TRP-AGG2-7	NC_000016.10	-	3182635	3182706	0.347840	540.502380	1116.092163
4992	OR1F1	NC_000016.10	+	3188204	3206506	0.000000	0.000000	0.000000
100189296	TRP-AGG2-8	NC_000016.10	+	3189634	3189705	0.347840	540.502380	1116.092163
100189062	TRK-CTT4-1	NC_000016.10	+	3191501	3191573	0.000000	0.000000	0.000000
100189020	TRP-AGG1-1	NC_000016.10	+	3191989	3192060	0.000000	0.000000	0.000000
100189467	TRK-CTT14-1	NC_000016.10	+	3196153	3196225	0.000000	0.000000	0.000000
100189086	TRT-CGT2-1	NC_000016.10	+	14285893	14285964	1.333333	2071.842529	4278.181152
2013	EMP2	NC_000016.10	-	10528422	10580598	0.000094	0.146065	0.301612
100189032	TRL-TAG3-1	NC_000016.10	-	22195711	22195792	0.579268	900.114197	1858.660522
100189291	TRL-AAG2-4	NC_000016.10	+	22297140	22297221	0.348781	541.964600	1119.111450
51025	PAM16	NC_000016.10	-	4340251	4351321	0.000000	0.000000	0.000000
100529144	CORO7-PAM16	NC_000016.10	-	4340251	4416596	0.000000	0.000000	0.000000
79585	CORO7	NC_000016.10	-	4354542	4416596	0.000000	0.000000	0.000000
114990	VASN	NC_000016.10	+	4371848	4383538	0.000000	0.000000	0.000000
9093	DNAJA3	NC_000016.10	+	4425868	4456775	0.000000	0.000000	0.000000
79838	TMC5	NC_000016.10	+	19410539	19499113	0.000055	0.085464	0.176475
107048985	RNU4-46P	NC_000016.10	+	19498610	19498750	0.000000	0.000000	0.000000
9274	BCL7C	NC_000016.10	-	30833626	30894077	0.000000	0.000000	0.000000
100616231	MIR4519	NC_000016.10	-	30875266	30875323	0.000000	0.000000	0.000000
101928736	MIR762HG	NC_000016.10	+	30875460	30895220	0.001240	1.926814	3.978709
100313837	MIR762	NC_000016.10	+	30893903	30893985	0.000000	0.000000	0.000000
100189130	TRL-CAG2-1	NC_000016.10	+	57299951	57300033	0.424096	658.995239	1360.769897
100189089	TRL-CAG2-2	NC_000016.10	-	57300480	57300562	0.228916	355.708527	734.508240
51090	PLLP	NC_000016.10	-	57256097	57284672	0.000171	0.265714	0.548677
124152	IQCK	NC_000016.10	+	19718271	19858467	0.000058	0.090125	0.186101
106481699	LARP7P2	NC_000016.10	-	19819504	19819628	0.000000	0.000000	0.000000
3801	KIFC3	NC_000016.10	-	57758217	57803253	0.000000	0.000000	0.000000
102465463	MIR6772	NC_000016.10	-	57772289	57772352	0.312500	1412.620361	2916.942627
10204	NUTF2	NC_000016.10	+	67846933	67872567	0.001053	1.636238	3.378694
7571	ZNF23	NC_000016.10	-	71447597	71462247	0.000334	0.518997	1.071685
55697	VAC14	NC_000016.10	-	70687439	70801158	0.000000	0.000000	0.000000
100130894	VAC14-AS1	NC_000016.10	+	70755095	70773251	0.000000	0.000000	0.000000
7198	TRG-GCC3-1	NC_000016.10	-	70778211	70778281	0.000000	0.000000	0.000000
100188985	TRG-GCC2-4	NC_000016.10	-	70779039	70779109	0.000000	0.000000	0.000000
100189163	TRG-GCC2-5	NC_000016.10	+	70789507	70789577	0.138028	214.479263	442.881683
645656	RPSAP56	NC_000016.10	-	73940567	73941602	0.007079	10.999932	22.713938
2653	GCSH	NC_000016.10	-	81081945	81096395	0.000000	0.000000	0.000000
79791	FBXO31	NC_000016.10	-	87326987	87392121	0.000000	0.000000	0.000000
100189226	TRM-CAT6-1	NC_000016.10	-	87384022	87384094	0.671233	1043.017090	2153.742676
201232	SLC16A13	NC_000017.11	+	7036015	7040117	0.002340	3.636085	7.508210
7206	TRK-TTT3-5	NC_000017.11	+	8119155	8119227	0.266781	414.546265	856.003296
7228	TRQ-CTG1-5	NC_000017.11	+	8119752	8119823	0.550926	856.074158	1767.721313
7196	TRG-GCC2-6	NC_000017.11	+	8125746	8125816	0.138028	214.479263	442.881683
84667	HES7	NC_000017.11	-	8120592	8124106	0.058368	90.696999	187.281708
7230	TRR-TCT2-1	NC_000017.11	+	8120925	8121012	1.113636	1730.459229	3573.253174
100189037	TRS-CGA1-1	NC_000017.11	-	8138881	8138962	1.821138	2829.834229	5843.370117
100996541	FAM157C	NC_000016.10	+	90102264	90177606	0.000000	0.000000	0.000000
105376781	LOC105376781	NC_000016.10	+	90127051	90161722	0.000283	0.439749	0.908044
106481889	RNU6-355P	NC_000016.10	+	90144592	90144695	0.000000	0.000000	0.000000
100289383	CICP25	NC_000016.10	-	90172104	90175872	0.005200	8.080188	16.684910
100189112	TRW-CCA3-3	NC_000017.11	+	8186358	8186429	0.194444	302.143097	623.900146
100189331	TRS-GCT4-3	NC_000017.11	+	8186866	8186947	0.283537	440.583099	909.767212
100616406	MIR4521	NC_000017.11	+	8186945	8187004	0.000000	0.000000	0.000000
100189438	TRT-AGT5-1	NC_000017.11	-	8139452	8139525	0.248311	385.846039	796.739746
100189187	TRT-AGT1-1	NC_000017.11	+	8187160	8187233	0.413851	643.075745	1327.897461
100189387	TRI-AAT5-5	NC_000017.11	+	8187593	8187666	0.585736	910.164795	1879.413940
284029	LINC00324	NC_000017.11	-	8220630	8224043	0.005181	8.050664	16.623947
100189123	TRW-CCA1-1	NC_000017.11	-	8220869	8220940	0.023879	37.105156	76.619034
100189206	TRG-TCC3-1	NC_000017.11	+	8221548	8221619	1.361111	2115.006348	4367.310547
100189383	TRD-GTC2-11	NC_000017.11	-	8222238	8222309	0.191549	297.644592	614.611145
100189124	TRP-CGG1-3	NC_000017.11	-	8222833	8222904	0.000000	0.000000	0.000000
80169	CTC1	NC_000017.11	-	8224815	8248056	0.004845	7.528560	15.545844
100189222	TRT-AGT1-2	NC_000017.11	-	8226235	8226308	0.216247	336.022400	693.858032
100189184	TRS-AGA2-6	NC_000017.11	-	8226610	8226691	0.066396	103.171570	213.040634
100189393	TRI-AAT4-1	NC_000017.11	-	8226991	8227064	0.260560	404.879578	836.042358
101927978	ZFHX3-AS1	NC_000016.10	+	72665133	72821654	0.000000	0.000000	0.000000
106479060	RNU7-90P	NC_000016.10	+	72673503	72673564	0.000000	0.000000	0.000000
342374	KRT18P18	NC_000016.10	+	72728565	72729963	0.000000	0.000000	0.000000
463	ZFHX3	NC_000016.10	-	72782885	73891930	0.000000	0.000000	0.000000
100151668	RNU7-71P	NC_000016.10	-	72821935	72821992	0.000000	0.000000	0.000000
283902	HCCAT5	NC_000016.10	+	73092349	73093774	0.000000	0.000000	0.000000
100506172	LINC01568	NC_000016.10	+	73386805	73421396	0.000000	0.000000	0.000000
100189125	TRK-TTT1-1	NC_000016.10	-	73478317	73478389	0.872146	1355.212158	2798.399658
56985	ADPRM	NC_000017.11	+	10697594	10711558	0.000000	0.000000	0.000000
388335	TMEM220	NC_000017.11	-	10711133	10730023	0.000000	0.000000	0.000000
100506898	MAGOH2P	NC_000017.11	-	10715943	10716582	0.000000	0.000000	0.000000
101101775	TMEM220-AS1	NC_000017.11	+	10729777	10815164	0.000191	0.296792	0.612850
100289255	TMEM238L	NC_000017.11	-	10794908	10804099	0.000000	0.000000	0.000000
574411	MIR451A	NC_000017.11	-	28861369	28861440	0.000000	0.000000	0.000000
100616273	MIR451B	NC_000017.11	+	28861371	28861438	0.294118	1412.620361	2916.942627
100189176	TRN-GTT2-5	NC_000017.11	-	38751781	38751854	0.132432	205.783737	424.926147
79148	MMP28	NC_000017.11	-	35756249	35795641	0.000000	0.000000	0.000000
146853	C17orf50	NC_000017.11	+	35760887	35765079	0.011209	17.417467	35.965607
100189052	TRC-GCA2-2	NC_000017.11	+	38867645	38867716	0.105556	164.021591	338.690857
100189105	TRC-GCA2-3	NC_000017.11	-	39153734	39153805	0.052778	82.010796	169.345428
100189414	TRC-GCA2-4	NC_000017.11	-	39154491	39154562	0.158333	246.030853	508.033051
124801	LSM12	NC_000017.11	-	44034328	44067587	0.000210	0.326315	0.673814
10230	NBR2	NC_000017.11	+	43125557	43153671	0.000346	0.537643	1.110188
100885865	HMGN1P29	NC_000017.11	+	43144845	43145323	0.000000	0.000000	0.000000
101929767	LOC101929767	NC_000017.11	-	43148366	43170403	0.000000	0.000000	0.000000
394269	BRCA1P1	NC_000017.11	-	43168070	43169954	0.000000	0.000000	0.000000
672	BRCA1	NC_000017.11	-	43044295	43125364	0.000604	0.938545	1.938017
140660	RPL21P4	NC_000017.11	+	43079261	43079816	0.000000	0.000000	0.000000
100128010	SUMO2P17	NC_000017.11	-	48874708	48875288	0.000000	0.000000	0.000000
105371814	LOC105371814	NC_000017.11	-	48874860	48908983	0.000246	0.382255	0.789325
124900395	LOC124900395	NC_000017.11	+	48880840	48880967	0.000000	0.000000	0.000000
516	ATP5MC1	NC_000017.11	+	48892787	48895871	0.000000	0.000000	0.000000
100419622	LOC100419622	NC_000017.11	+	48899098	48899761	0.000000	0.000000	0.000000
65264	UBE2Z	NC_000017.11	+	48908407	48929056	0.000000	0.000000	0.000000
63897	HEATR6	NC_000017.11	-	60041008	60078921	0.000862	1.339447	2.765845
100616210	MIR4737	NC_000017.11	-	60043025	60043105	0.000000	0.000000	0.000000
100422693	LOC100422693	NC_000017.11	-	60063004	60064009	0.000000	0.000000	0.000000
101927728	LINC01476	NC_000017.11	-	59430869	59526857	0.000051	0.079248	0.163640
147081	LINC02210	NC_000017.11	+	45620329	45646231	0.000000	0.000000	0.000000
104909134	LINC02210-CRHR1	NC_000017.11	+	45620346	45835828	0.000039	0.060601	0.125137
108489980	ARF2P	NC_000017.11	+	45632945	45639402	0.000000	0.000000	0.000000
1394	CRHR1	NC_000017.11	+	45784320	45835828	0.000000	0.000000	0.000000
23510	KCTD2	NC_000017.11	+	75032571	75065886	0.000000	0.000000	0.000000
100189078	TRR-CCT1-1	NC_000017.11	+	75033906	75033978	0.000000	0.000000	0.000000
100189181	TRR-CCT2-1	NC_000017.11	-	75034431	75034503	1.315068	2043.460938	4219.575195
100189371	TRR-TCG3-1	NC_000017.11	+	75035113	75035185	1.123288	1745.457397	3604.222900
10476	ATP5PD	NC_000017.11	-	75038863	75046969	0.000000	0.000000	0.000000
106481078	RN7SL573P	NC_000017.11	+	75041763	75041951	0.000000	0.000000	0.000000
100189255	TRX-CAT1-8	NC_000017.11	-	82494721	82494792	0.347840	540.502380	1116.092163
100294362	RNF213-AS1	NC_000017.11	-	80351830	80415168	0.000516	0.801803	1.655656
284131	ENDOV	NC_000017.11	+	80415167	80438086	0.000000	0.000000	0.000000
100616359	MIR4730	NC_000017.11	+	80419418	80419493	0.000000	0.000000	0.000000
645423	SLC25A51P2	NC_000018.10	+	7134120	7135875	0.003759	5.841043	12.061265
105371998	LOC105371998	NC_000018.10	+	12432774	12447798	0.000000	0.000000	0.000000
56907	SPIRE1	NC_000018.10	-	12446512	12662091	0.000000	0.000000	0.000000
100131036	HMGB3P28	NC_000018.10	+	12450414	12451072	0.000000	0.000000	0.000000
124904371	LOC124904371	NC_000018.10	-	12533424	12533525	0.000000	0.000000	0.000000
56984	PSMG2	NC_000018.10	+	12658738	12725740	0.000275	0.427318	0.882375
79959	CEP76	NC_000018.10	-	12661956	12702777	0.000000	0.000000	0.000000
390872	OR4F8P	NC_000019.10	-	156282	157216	0.011646	18.096514	37.367783
81099	OR4F17	NC_000019.10	+	107104	113156	0.020238	31.447470	64.936386
107105271	SEPTIN14P19	NC_000019.10	-	188772	191356	0.007582	11.781535	24.327883
100506706	CICP19	NC_000019.10	+	193198	196968	0.005198	8.077080	16.678493
100189306	TRF-GAA1-6	NC_000019.10	-	1383362	1383434	0.168493	261.818298	540.632812
100189195	TRN-GTT2-6	NC_000019.10	+	1383563	1383636	0.132432	205.783737	424.926147
399844	LINC01002	NC_000019.10	-	197016	202209	0.001290	2.004508	4.139141
7197	TRG-TCC1-1	NC_000019.10	+	4724070	4724141	1.166667	1812.863159	3743.410400
